regress,	0.1,1.4,0.018,1000,118.9475,580,0.8598,0.8598,0.8599,0.1399,0.1795,0.1373,100000,13519,1782,51,1445,14.406,37.360
regress,	0.1,1.4,0.018,1000,160.4205,482,0.8544,0.8543,0.8544,0.1428,0.1875,0.1429,100000,13519,1782,41,1420,14.406,37.150
regress,	0.1,1.4,0.018,1000,190.2660,585,0.8521,0.8520,0.8521,0.1386,0.1882,0.1341,100000,13519,1782,33,1444,14.406,37.573
regress,	0.1,1.4,0.018,1000,170.7754,612,0.8757,0.8757,0.8758,0.1378,0.1902,0.1363,100000,13519,1782,24,1420,14.406,37.368
regress,	0.1,1.4,0.018,1000,89.7110,594,0.8584,0.8584,0.8585,0.1356,0.1825,0.1330,100000,13519,1782,79,1473,14.406,37.390
binary_softmax,	0.1,1.4,0.018,1000,106.4099,624,0.8552,0.8552,0.8552,0.1369,0.1868,0.1292,100000,13519,1782,858,1694,14.406,33.533
binary_softmax,	0.1,1.4,0.018,1000,92.8632,548,0.8610,0.8610,0.8611,0.1365,0.1848,0.1388,100000,13519,1782,884,1695,14.406,33.377
binary_softmax,	0.1,1.4,0.018,1000,81.7443,482,0.8589,0.8588,0.8589,0.1378,0.1838,0.1361,100000,13519,1782,904,1696,14.406,33.261
binary_softmax,	0.1,1.4,0.018,1000,86.3878,474,0.8522,0.8522,0.8523,0.1397,0.1815,0.1412,100000,13519,1782,964,1704,14.406,32.990
binary_softmax,	0.1,1.4,0.018,1000,153.5723,486,0.8303,0.8302,0.8303,0.1395,0.1849,0.1459,100000,13519,1782,990,1707,14.406,32.869
relegator,	0.1,1.4,0.018,1000,132.7146,453,0.8273,0.8272,0.8273,0.3873,0.4860,0.3936,100000,13519,1782,305,1588,14.406,36.499
relegator,	0.1,1.4,0.018,1000,108.8779,368,0.6988,0.6985,0.6989,0.4059,0.5132,0.4072,100000,13519,1782,313,1575,14.406,36.248
relegator,	0.1,1.4,0.018,1000,143.9858,439,0.8176,0.8174,0.8176,0.3794,0.4772,0.4016,100000,13519,1782,351,1598,14.406,36.197
relegator,	0.1,1.4,0.018,1000,136.6275,452,0.8100,0.8099,0.8100,0.3905,0.4893,0.3911,100000,13519,1782,307,1579,14.406,36.359
relegator,	0.1,1.4,0.018,1000,118.9622,412,0.7860,0.7858,0.7860,0.3988,0.4895,0.3971,100000,13519,1782,333,1583,14.406,36.165
